Object ID,Name of site,Place,Region,Site description,Campsite category,Number of powered sites,Number of unpowered sites,Bookable,Free,Facilities,Activities,Dogs alllowed,Landscape type,Access by,Has alerts,URL to thumbnail,URL to webpage,Description of place,x,y,DOC system ID,Date loaded to GIS,GlobalID,x2,y2
156618,Aussie Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"A tranquil setting beside the sea, with a range of activities nearby including walking and mountain biking on the Queen Charlotte Track.",Standard,0,6,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Mountain biking, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Coastal,"Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d49655e1a48c43dd996f340e46844463.jpg,https://www.doc.govt.nz/link/40623c4d1b384b5ab97165183d91a74f.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1677767,5430491,100044090,6/25/2024 8:31:03 AM,db45974a-8a0a-4870-a51f-97219c2aed35,1677767,5430491
156619,Ratimera Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"A popular site with a long sandy beach for boating, fishing and picnicking.",Standard,0,12,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Picnicking",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/16e63b09dc5d4e16bd2ae1c09000f32b.jpg,https://www.doc.govt.nz/link/30c694d3f9e740db94436af1a1e5e4ee.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1693282,5437935,100044101,6/25/2024 8:31:04 AM,d56079df-252e-4ea7-91cf-3bc383a2b8bd,1693282,5437935
156620,Camp Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"In a sheltered bay with fishing, boating, walking, mountain biking, plus a lodge with a bar, small shop and restaurant nearby. Boat and walk-in access only.",Standard,0,20,Yes,,"Non-powered/tent sites, Shelter for cooking, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply","Boating, Fishing, Mountain biking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/67856f3f337b40b7bc9cf4be37df3b7c.aspx,https://www.doc.govt.nz/link/b83c41525a7e44f5a68e43f3dba66806.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1696308,5446436,100066096,6/25/2024 8:31:04 AM,c0e5088a-f010-4aaa-8759-21e648095353,1696307.9904,5446436
156621,Moke Lake Campsite,Queenstown area,Otago,"This is a peaceful campsite beside a small lake. Go boating, swimming, fishing or canoeing on the lake. Walk or mountain bike from Moke Lake to Lake Dispute (a 2 hour walk).",Standard,0,50,No,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan, 4WD",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a1e1a7f1f7ca4c829f48d83a265f5a78.aspx,https://www.doc.govt.nz/link/11eef5ccf369450f93f0e73347731bef.aspx,Located in Queenstown area,1251080,5007718,100065480,6/25/2024 8:31:05 AM,b15bf264-db13-49be-9fb5-05164789ccaf,1251080,5007718
156622,Rarawa Beach Campsite,Wharekāpu/Paxton Point Conservation Area,Northland,Camp along a river bank nestled amongst trees a stone's throw away from Rarawa’s beautiful white sandy beach.,Standard,0,45,Yes,,"Non-powered/tent sites, Shower - cold, Toilets - flush, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Fishing, Kayaking and canoeing, Picnicking, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/23b83d70e9514ea890813cd241596ba0.aspx,https://www.doc.govt.nz/link/495c0846fe6045f094a5be5f4b43021b.aspx,Located in Wharekāpu/Paxton Point Conservation Area,1607538,6157437,100065346,6/25/2024 8:31:05 AM,efa2c692-6eba-44b5-83dd-e692cc73e447,1607538,6157437
156623,Slab Hut Creek Campsite,Victoria Forest Park,West Coast,"Close to Reefton township and a great base for exploring Victoria Forest Park walks. Try gold fossicking in the creek, or mountain bike the road. ",Standard,0,18,Yes,,"BBQ, Non-powered/tent sites, Toilets - flush, Water from stream, Toilets, Water supply","Mountain biking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bf7c854f2bc6425892601866d0af45a3.aspx,https://www.doc.govt.nz/link/f5c42cca7ec94344bb304be0dbde5746.aspx,Located in Victoria Forest Park,1500236,5332147,100043031,6/25/2024 8:31:06 AM,48ce1b74-0e41-4864-a6cd-5d7f9e93b5c6,1500236,5332147
156624,Lake Tarawera Outlet Campsite,Lake Tarawera Scenic Reserve,Bay of Plenty,Camp alongside the lake in a large and attractive campsite where trout fishing and water sports are popular. There is no road access to the campsite.,Standard,0,50,Yes,,"Boat launching, Jetty, Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Kayaking and canoeing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4b99285659f94984ae43532e31c8fdb9.jpg,https://www.doc.govt.nz/link/aea8e1a0ef874998967e486e29807f3b.aspx,Located in Lake Tarawera Scenic Reserve,1906838,5767854,100044420,6/25/2024 8:31:06 AM,a8f30a0a-c5eb-4ebe-a1df-3d25b6845c07,1906838,5767854
156625,"Rerewhakaaitu, Ash Pit Rd Campsite",Lake Rerewhakaaitu Recreation Reserve,Bay of Plenty,Camp on the shores of Lake Rerewhakaaitu; take binoculars for watching water birds.,Standard,0,51,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Water from stream, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/509fcc2b5dde457a84acf5bc8cf030fb.jpg,https://www.doc.govt.nz/link/7a8d3a4bf9334dfc90b479d1b51a2373.aspx,Located in Lake Rerewhakaaitu Recreation Reserve,1906824,5757586,100043561,6/25/2024 8:31:06 AM,942705a1-8a72-40e4-bf76-03fd596b0f27,1906824,5757586
156626,Lake Ōkāreka Campsite,Lake Ōkāreka Scenic Reserve,Bay of Plenty,This lakeside campsite  is only 15 min from Rotorua. You can swim or fish in the lake.,Standard,0,12,No,,"Non-powered/tent sites, Shelter for cooking, Water from stream, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Fishing, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,"Boat, Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/394bf65f8a06418393108d7ed92ab857.jpg,https://www.doc.govt.nz/link/18c5279fbafb4035a29eea6e514e75aa.aspx,Located in Lake Ōkāreka Scenic Reserve,1894453,5770867,100084979,6/25/2024 8:31:07 AM,f29327cc-29c7-45de-9c6f-4b9ea399a2ad,1894453,5770867
156627,"Rerewhakaaitu, Brett Road Campsite",Lake Rerewhakaaitu Recreation Reserve,Bay of Plenty,"Camp on the shores of Lake Rerewhakaaitu - there is good fishing, swimming and walking nearby.",Standard,0,25,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Water from stream, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Fishing, Kayaking and canoeing",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c1ba7b42eced432b8f55518eddeecd1f.jpg,https://www.doc.govt.nz/link/9b073d6671c1403e8f9dad1a6022252a.aspx,Located in Lake Rerewhakaaitu Recreation Reserve,1905800,5756930,100043562,6/25/2024 8:31:07 AM,a34b7d70-c765-4c74-ae0f-61eb5ff05a13,1905800,5756930
156628,Skippers Campsite,Skippers area,Otago,"This is a standard campsite in the Queenstown/Wakatipu area. Camp within scenic rocky natural features on terraces around an old cemetery and school. Bike, walk, tramp or hunt to explore the area.",Standard,0,36,No,,"Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Forest,"4WD, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7a4d688de8f04bbfb822cc4b55cae7ad.aspx,https://www.doc.govt.nz/link/d46400a0a9734dc0af667551a63d14e6.aspx,Located in Skippers area,1258674,5025449,100065481,6/25/2024 8:31:08 AM,48a8b29a-06bc-4e13-84f3-05bea50ad579,1258674,5025449
156629,Teetotal Campsite,Nelson Lakes National Park,Nelson/Tasman,Use this campsite as a base to explore nearby Nelson Lakes National Park.,Standard,0,12,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets - non-flush, Toilets, Water supply","Boating, Kayaking and canoeing, Mountain biking, Skiing and ski touring, Swimming, Walking and tramping",Dogs allowed. Keep dog under control at all times. <a href=""https://www.doc.govt.nz/parks-and-recrea,"Alpine, Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/da299f0f598d434ca24641569318b6b7.jpg,https://www.doc.govt.nz/link/677199a56c45450988ea16f68046a2b8.aspx,Located in Nelson Lakes National Park,1586195,5373191,100120946,6/25/2024 8:31:08 AM,4a5a7c18-abca-4257-aa0c-85f8a300b4ab,1586195,5373191
156630,Stony Bay Campsite,Northern Coromandel,Coromandel,This is a spacious (5 ha) campsite beside the coast. Walk or mountain bike to Fletcher Bay along the Coromandel Coastal Walkway. Good fishing and diving nearby.,Standard,0,60,Yes,,"Non-powered/tent sites, Shower - cold, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Diving and snorkelling, Fishing, Kayaking and canoeing, Mountain biking, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/777fa49912f24adba3a9addcd042c4b8.aspx,https://www.doc.govt.nz/link/110d4dc2d20f4c2dbea5d02c4cfc2135.aspx,Located in Northern Coromandel,1816877,5956498,100065399,6/25/2024 8:31:09 AM,43e78b06-7d52-4c47-97df-01a812004681,1816877,5956498
156631,Hot Water Beach Campsite,Lake Tarawera Scenic Reserve,Bay of Plenty,Relax in the natural hot springs in Te Rātā Bay. Enjoy water sports or explore the tracks in other areas around Lake Tarawera.,Standard,0,30,No,,"Non-powered/tent sites, Shelter for cooking, Toilets - non-flush, Toilets",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2b6d288035bc43fbb64494af4ee09a0b.jpg,https://www.doc.govt.nz/link/d4e01427ce024b2eb92738afbb3c2c6f.aspx,Located in Lake Tarawera Scenic Reserve,1900515,5761523,100044418,6/25/2024 8:31:09 AM,d2a034de-e42a-48fb-a786-c7c8bdee8ddc,1900515,5761523
156632,Deer Flat Campsite,Fiordland National Park,Fiordland,This is a standard campsite in northern Fiordland. Camp beside the Eglinton River in a grassy area surrounded by small pockets of beech forest. Fly fish in the river.,Standard,0,15,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2e1fb9505eda483d954a326b44f93bcc.aspx,https://www.doc.govt.nz/link/fc407f5f116d453eabc90150ae922274.aspx,Located in Fiordland National Park,1206545,5004970,100065487,6/25/2024 8:31:10 AM,959aac95-71a2-4788-8672-f6c9163e1d88,1206545,5004970
156633,Walker Creek Campsite,Fiordland National Park,Fiordland,This is a small campsite beside the Eglinton River.,Standard,0,5,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/089738e0cd9c4b50b9f5249095b97be8.aspx,https://www.doc.govt.nz/link/03ef3fdd743c4311b4e23a596b45e176.aspx,Located in Fiordland National Park,1203952,4993449,100065491,6/25/2024 8:31:10 AM,69d67197-6a5c-419e-9ed1-b0e32c51797c,1203952,4993449
156634,Henry Creek Campsite,Fiordland National Park,Fiordland,Camp beside the picturesque Lake Te Anau on the road to Milford Sound.,Standard,0,40,No,,"Non-powered/tent sites, Water from stream, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab2a4ffd52d14585b16b21241edfeace.aspx,https://www.doc.govt.nz/link/d87709f11ea7429084acc481422878e1.aspx,Located in Fiordland National Park,1192749,4978212,100042532,6/25/2024 8:31:10 AM,8121b69f-f5e0-4b36-9326-a02d763ff131,1192749,4978212
156635,Upper Eglinton Campsite,Fiordland National Park,Fiordland,"There are walking and tramping tracks near this campsite, including the Earl Mountain Tracks and you can fly fish in the river. There are magnificent valley views.",Standard,0,3,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c688b137ecbe41abbb15def5e49ab0ed.jpg,https://www.doc.govt.nz/link/fa708d6242b9421399e2e078c957695a.aspx,Located in Fiordland National Park,1207940,5013084,100065490,6/25/2024 8:31:11 AM,44979ce7-a010-49c3-af4c-8be4966e137b,1207940,5013084
156636,Kiosk Creek Campsite,Fiordland National Park,Fiordland,There are spectacular views of glacial moraine deposits at this Fiordland campsite.,Standard,0,10,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - non-flush, Toilets",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/abb47a31f10d4eaea63ca1547351fb29.aspx,https://www.doc.govt.nz/link/48d5461385ce4e75a35bd2e1254dfc6f.aspx,Located in Fiordland National Park,1207153,5009087,100065488,6/25/2024 8:31:12 AM,e8a2cd97-544d-4daa-ae36-b56f5abc483b,1207153,5009087
156637,Totara Campsite,Fiordland National Park,Fiordland,This campsite is suitable for larger vehicles with sites sheltered by lush beech forest,Standard,0,20,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8c1d85a7cf8448dbad957e62f166c423.jpg,https://www.doc.govt.nz/link/5967397fe0094551826e8cd65e45dbf8.aspx,Located in Fiordland National Park,1205251,4996355,100065489,6/25/2024 8:31:12 AM,5de11984-0853-4841-892e-87015928c8de,1205251,4996355
156638,Kapowairua (Spirits Bay) Campsite,Cape Reinga/Te Rerenga Wairua,Northland,"Camp with lush forests and sandy beaches in close range. Kapowairua is a place to relax, enjoy and explore the great outdoors.",Standard,0,45,Yes,,"Non-powered/tent sites, Shower - cold, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply","Bird and wildlife watching, Diving and snorkelling, Fishing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a4f92e5a298044e78dcc6a03b60ab15c.aspx,https://www.doc.govt.nz/link/e933f73e6bf447348c39246d2fdd72ac.aspx,Located in Cape Reinga/Te Rerenga Wairua,1587447,6190362,100065347,6/25/2024 8:31:12 AM,037ba69d-6169-4bba-9218-daf8ba8551ef,1587447,6190362
